_id	_cws.church.foc10.nav.weight.nobound	_cws.church.foc10.nav.selection.nobound	_cws.church.foc10.nav.noweight.nobound	_cws.church.foc10.all.weight.nobound	_cws.church.foc10.all.selection.nobound	_cws.church.foc10.all.noweight.nobound	_cws.church.foc5.nav.weight.nobound	_cws.church.foc5.nav.selection.nobound	_cws.church.foc5.nav.noweight.nobound	_cws.church.foc5.all.weight.nobound	_cws.church.foc5.all.selection.nobound	_cws.church.foc5.all.noweight.nobound	_cws.church.foc10.nav.weight.bound	_cws.church.foc10.nav.selection.bound	_cws.church.foc10.nav.noweight.bound	_cws.church.foc10.all.weight.bound	_cws.church.foc10.all.selection.bound	_cws.church.foc10.all.noweight.bound	_cws.church.foc5.nav.weight.bound	_cws.church.foc5.nav.selection.bound	_cws.church.foc5.nav.noweight.bound	_cws.church.foc5.all.weight.bound	_cws.church.foc5.all.selection.bound	_cws.church.foc5.all.noweight.bound	_idxs.church.foc10.nav.weight.nobound	_idxs.church.foc10.nav.selection.nobound	_idxs.church.foc10.nav.noweight.nobound	_idxs.church.foc10.all.weight.nobound	_idxs.church.foc10.all.selection.nobound	_idxs.church.foc10.all.noweight.nobound	_idxs.church.foc5.nav.weight.nobound	_idxs.church.foc5.nav.selection.nobound	_idxs.church.foc5.nav.noweight.nobound	_idxs.church.foc5.all.weight.nobound	_idxs.church.foc5.all.selection.nobound	_idxs.church.foc5.all.noweight.nobound	_idxs.church.foc10.nav.weight.bound	_idxs.church.foc10.nav.selection.bound	_idxs.church.foc10.nav.noweight.bound	_idxs.church.foc10.all.weight.bound	_idxs.church.foc10.all.selection.bound	_idxs.church.foc10.all.noweight.bound	_idxs.church.foc5.nav.weight.bound	_idxs.church.foc5.nav.selection.bound	_idxs.church.foc5.nav.noweight.bound	_idxs.church.foc5.all.weight.bound	_idxs.church.foc5.all.selection.bound	_idxs.church.foc5.all.noweight.bound
church/n/wlp_gb_b03/14784009	fundamentalist/j;gay/n;lesbian/n;scapegoat/n;true/j	fundamentalist/j;gay/n;lesbian/n;scapegoat/n;true/j	be/v;fundamentalist/j;gay/n;have/v;lesbian/n;scapegoat/n;true/j;us/n;use/v	and/c;disproportionately/r;fundamentalist/j;gay/n;in/i;lesbian/n;scapegoat/n;true/j	and/c;disproportionately/r;fundamentalist/j;gay/n;in/i;lesbian/n;scapegoat/n;true/j	and/c;as/c;be/v;disproportionately/r;fundamentalist/j;gay/n;have/v;in/i;lesbian/n;not/x;scapegoat/n;true/j;us/n;us/p;use/v	fundamentalist/j;gay/n	fundamentalist/j;gay/n	fundamentalist/j;gay/n;have/v;us/n;use/v	disproportionately/r;fundamentalist/j;gay/n	disproportionately/r;fundamentalist/j;gay/n	disproportionately/r;fundamentalist/j;gay/n;have/v;us/n;us/p;use/v	fundamentalist/j;gay/n;lesbian/n;scapegoat/n;true/j	fundamentalist/j;gay/n;lesbian/n;scapegoat/n;true/j	be/v;fundamentalist/j;gay/n;have/v;lesbian/n;scapegoat/n;true/j;us/n;use/v	and/c;disproportionately/r;fundamentalist/j;gay/n;in/i;lesbian/n;scapegoat/n;true/j	and/c;disproportionately/r;fundamentalist/j;gay/n;in/i;lesbian/n;scapegoat/n;true/j	and/c;as/c;be/v;disproportionately/r;fundamentalist/j;gay/n;have/v;in/i;lesbian/n;not/x;scapegoat/n;true/j;us/n;us/p;use/v	fundamentalist/j;gay/n	fundamentalist/j;gay/n	fundamentalist/j;gay/n;have/v;us/n;use/v	disproportionately/r;fundamentalist/j;gay/n	disproportionately/r;fundamentalist/j;gay/n	disproportionately/r;fundamentalist/j;gay/n;have/v;us/n;us/p;use/v	L7,L0,R4,R6,R8	L7,L0,R4,R6,R8	L9,L7,L4,L0,R0,R2,R4,R6,R8	L7,L6,L0,R1,R4,R5,R6,R8,R10	L7,L6,L0,R1,R4,R5,R6,R8,R10	L9,L8,L7,L6,L4,L2,L0,R0,R1,R2,R3,R4,R5,R6,R7,R8,R10	L0,R4	L0,R4	L4,L0,R0,R2,R4	L0,R1,R4	L0,R1,R4	L4,L0,R0,R1,R2,R3,R4	L7,L0,R4,R6,R8	L7,L0,R4,R6,R8	L9,L7,L4,L0,R0,R2,R4,R6,R8	L7,L6,L0,R1,R4,R5,R6,R8,R10	L7,L6,L0,R1,R4,R5,R6,R8,R10	L9,L8,L7,L6,L4,L2,L0,R0,R1,R2,R3,R4,R5,R6,R7,R8,R10	L0,R4	L0,R4	L4,L0,R0,R2,R4	L0,R1,R4	L0,R1,R4	L4,L0,R0,R1,R2,R3,R4
church/n/wlp_gb_b03/19311867	catholic/j;church/n;demonstrate/v	catholic/j;church/n;demonstrate/v	action/n;battle/n;be/v;catholic/j;church/n;demonstrate/v;department/n;do/v;have/v	between/i;by/i;catholic/j;church/n;demonstrate/v;of/i	between/i;by/i;catholic/j;church/n;demonstrate/v;of/i	action/n;battle/n;be/v;between/i;by/i;catholic/j;church/n;demonstrate/v;department/n;do/v;essentially/r;have/v;it/p;of/i;that/c	catholic/j;church/n;demonstrate/v	catholic/j;church/n;demonstrate/v	catholic/j;church/n;demonstrate/v;department/n;have/v	by/i;catholic/j;church/n;demonstrate/v;of/i	by/i;catholic/j;church/n;demonstrate/v;of/i	by/i;catholic/j;church/n;demonstrate/v;department/n;have/v;of/i	catholic/j;church/n;demonstrate/v	catholic/j;church/n;demonstrate/v	action/n;battle/n;be/v;catholic/j;church/n;demonstrate/v;department/n;do/v;have/v	between/i;by/i;catholic/j;church/n;demonstrate/v;of/i	between/i;by/i;catholic/j;church/n;demonstrate/v;of/i	action/n;battle/n;be/v;between/i;by/i;catholic/j;church/n;demonstrate/v;department/n;do/v;essentially/r;have/v;it/p;of/i;that/c	catholic/j;church/n;demonstrate/v	catholic/j;church/n;demonstrate/v	catholic/j;church/n;demonstrate/v;department/n;have/v	by/i;catholic/j;church/n;demonstrate/v;of/i	by/i;catholic/j;church/n;demonstrate/v;of/i	by/i;catholic/j;church/n;demonstrate/v;department/n;have/v;of/i	L0,R2,R4	L0,R2,R4	L9,L6,L3,L0,R2,R3,R4,R7,R10	L5,L2,L0,R2,R4,R5	L5,L2,L0,R2,R4,R5	L9,L8,L6,L5,L3,L2,L0,R2,R3,R4,R5,R7,R8,R9,R10	L0,R2,R4	L0,R2,R4	L3,L0,R2,R3,R4	L2,L0,R2,R4,R5	L2,L0,R2,R4,R5	L3,L2,L0,R2,R3,R4,R5	L0,R2,R4	L0,R2,R4	L9,L6,L3,L0,R2,R3,R4,R7,R10	L5,L2,L0,R2,R4,R5	L5,L2,L0,R2,R4,R5	L9,L8,L6,L5,L3,L2,L0,R2,R3,R4,R5,R7,R8,R9,R10	L0,R2,R4	L0,R2,R4	L3,L0,R2,R3,R4	L2,L0,R2,R4,R5	L2,L0,R2,R4,R5	L3,L2,L0,R2,R3,R4,R5
church/n/wlp_gb_b03/1952513	cafe/n;other/j;shop/n	cafe/n;other/j;shop/n	business/n;cafe/n;other/j;realize/v;shop/n;way/n	and/c;as/i;cafe/n;other/j;shop/n;well/i	and/c;as/i;cafe/n;other/j;shop/n;well/i	and/c;as/i;business/n;cafe/n;on/i;other/j;realize/v;shop/n;so/r;suddenly/r;that/c;through/r;way/n;we/p;well/i			business/n;way/n	as/i;well/i	as/i;well/i	as/i;business/n;on/i;so/r;through/r;way/n;well/i	cafe/n;other/j;shop/n	cafe/n;other/j;shop/n	business/n;cafe/n;other/j;shop/n;way/n	and/c;as/i;cafe/n;other/j;shop/n;well/i	and/c;as/i;cafe/n;other/j;shop/n;well/i	and/c;as/i;business/n;cafe/n;on/i;other/j;shop/n;through/r;way/n;well/i			business/n;way/n	as/i;well/i	as/i;well/i	as/i;business/n;on/i;through/r;way/n;well/i	L9,L7,L5	L9,L7,L5	L9,L7,L5,L4,R2,R10	L9,L7,L6,L5,L3,L2,L1	L9,L7,L6,L5,L3,L2,L1	L9,L7,L6,L5,L4,L3,L2,L1,R0,R2,R3,R6,R8,R9,R10			L4,R2	L3,L2,L1	L3,L2,L1	L4,L3,L2,L1,R0,R2,R3,R6	L9,L7,L5	L9,L7,L5	L9,L7,L5,L4,R2	L9,L7,L6,L5,L3,L2,L1	L9,L7,L6,L5,L3,L2,L1	L9,L7,L6,L5,L4,L3,L2,L1,R0,R2,R3			L4,R2	L3,L2,L1	L3,L2,L1	L4,L3,L2,L1,R0,R2,R3
church/n/wlp_gb_b03/4026962	park/n;teal/n	park/n;teal/n	be/v;bus/n;could/v;give/v;minute/n;park/n;teal/n	from/i;park/n;teal/n;to/i	from/i;park/n;teal/n;to/i	be/v;bus/n;could/v;from/i;give/v;if/c;just/r;minute/n;on/i;park/n;rather/r;teal/n;tight/r;to/i	park/n;teal/n	park/n;teal/n	could/v;give/v;minute/n;park/n;teal/n	from/i;park/n;teal/n;to/i	from/i;park/n;teal/n;to/i	could/v;from/i;give/v;just/r;minute/n;park/n;teal/n;to/i	park/n;teal/n	park/n;teal/n	be/v;bus/n;could/v;give/v;minute/n;park/n;teal/n	from/i;park/n;teal/n;to/i	from/i;park/n;teal/n;to/i	be/v;bus/n;could/v;from/i;give/v;if/c;just/r;minute/n;on/i;park/n;rather/r;teal/n;tight/r;to/i	park/n;teal/n	park/n;teal/n	could/v;give/v;minute/n;park/n;teal/n	from/i;park/n;teal/n;to/i	from/i;park/n;teal/n;to/i	could/v;from/i;give/v;just/r;minute/n;park/n;teal/n;to/i	R1,R2	R1,R2	L7,L6,L5,L2,R1,R2,R5,R6	L1,R0,R1,R2	L1,R0,R1,R2	L7,L6,L5,L4,L2,L1,R0,R1,R2,R5,R6,R7,R8,R9	R1,R2	R1,R2	L5,L2,R1,R2,R5	L1,R0,R1,R2	L1,R0,R1,R2	L5,L4,L2,L1,R0,R1,R2,R5	R1,R2	R1,R2	L7,L6,L5,L2,R1,R2,R5,R6	L1,R0,R1,R2	L1,R0,R1,R2	L7,L6,L5,L4,L2,L1,R0,R1,R2,R5,R6,R7,R8,R9	R1,R2	R1,R2	L5,L2,R1,R2,R5	L1,R0,R1,R2	L1,R0,R1,R2	L5,L4,L2,L1,R0,R1,R2,R5
church/n/wlp_gb_b03/4217936	go/v	go/v	alternative/n;book/n;do/v;get/v;go/v;help/v;subscribe/v;want/v;will/v	go/v;to/i	go/v;to/i	alternative/n;book/n;but/c;do/v;get/v;go/v;help/v;subscribe/v;to/i;want/v;will/v;you/p	go/v	go/v	book/n;get/v;go/v;want/v	go/v;to/i	go/v;to/i	book/n;get/v;go/v;to/i;want/v;you/p	go/v	go/v	alternative/n;book/n;do/v;get/v;go/v;help/v;subscribe/v;want/v;will/v	go/v;to/i	go/v;to/i	alternative/n;book/n;but/c;do/v;get/v;go/v;help/v;subscribe/v;to/i;want/v;will/v;you/p	go/v	go/v	book/n;get/v;go/v;want/v	go/v;to/i	go/v;to/i	book/n;get/v;go/v;to/i;want/v;you/p	L1	L1	L8,L5,L3,L1,R2,R3,R5,R8,R10	L1,L0	L1,L0	L8,L6,L5,L3,L1,L0,R1,R2,R3,R5,R7,R8,R10	L1	L1	L3,L1,R3,R5	L1,L0	L1,L0	L6,L3,L1,L0,R1,R3,R5	L1	L1	L8,L5,L3,L1,R2,R3,R5,R8,R10	L1,L0	L1,L0	L8,L6,L5,L3,L1,L0,R1,R2,R3,R5,R7,R8,R10	L1	L1	L3,L1,R3,R5	L1,L0	L1,L0	L6,L3,L1,L0,R1,R3,R5
church/n/wlp_gb_b03/6023150	existence/n;leipzig/n;visit/v	existence/n;leipzig/n;visit/v	band/n;be/v;do/v;existence/n;good/j;head/v;leipzig/n;roll/n;show/n;visit/v	existence/n;in/i;leipzig/n;visit/v	existence/n;in/i;leipzig/n;visit/v	band/n;be/v;before/i;do/v;existence/n;for/i;good/j;head/v;i/p;in/i;leipzig/n;off/r;roll/n;show/n;visit/v;we/p	visit/v	visit/v	do/v;good/j;head/v;visit/v	visit/v	visit/v	before/i;do/v;for/i;good/j;head/v;off/r;visit/v;we/p	existence/n;visit/v	existence/n;visit/v	band/n;do/v;existence/n;good/j;head/v;roll/n;show/n;visit/v	existence/n;in/i;visit/v	existence/n;in/i;visit/v	band/n;before/i;do/v;existence/n;for/i;good/j;head/v;i/p;in/i;off/r;roll/n;show/n;visit/v;we/p	visit/v	visit/v	do/v;good/j;head/v;visit/v	visit/v	visit/v	before/i;do/v;for/i;good/j;head/v;off/r;visit/v;we/p	L9,L1,R9	L9,L1,R9	L9,L6,L4,L1,R1,R6,R9,R10	L10,L9,L1,R9	L10,L9,L1,R9	L10,L9,L7,L6,L4,L2,L1,R0,R1,R2,R3,R6,R9,R10	L1	L1	L6,L4,L1,R1	L1	L1	L6,L4,L2,L1,R0,R1,R2,R3	L9,L1	L9,L1	L9,L6,L4,L1,R1,R6	L10,L9,L1	L10,L9,L1	L10,L9,L7,L6,L4,L2,L1,R0,R1,R2,R3,R6	L1	L1	L6,L4,L1,R1	L1	L1	L6,L4,L2,L1,R0,R1,R2,R3
church/n/wlp_gb_b03/7606310	auspice/n;catholic/j;organization/n;responsible/j	auspice/n;catholic/j;organization/n;responsible/j	auspice/n;be/v;catholic/j;organization/n;quarter/n;responsible/j;run/v	alone/r;auspice/n;catholic/j;of/i;organization/n;responsible/j;under/i	alone/r;auspice/n;catholic/j;of/i;organization/n;responsible/j;under/i	alone/r;auspice/n;be/v;catholic/j;for/i;nearly/r;of/i;organization/n;quarter/n;responsible/j;run/v;under/i	catholic/j;organization/n;responsible/j	catholic/j;organization/n;responsible/j	be/v;catholic/j;organization/n;responsible/j	alone/r;catholic/j;organization/n;responsible/j	alone/r;catholic/j;organization/n;responsible/j	alone/r;be/v;catholic/j;for/i;nearly/r;organization/n;responsible/j	catholic/j;responsible/j	catholic/j;responsible/j	be/v;catholic/j;quarter/n;responsible/j	alone/r;catholic/j;of/i;responsible/j	alone/r;catholic/j;of/i;responsible/j	alone/r;be/v;catholic/j;for/i;nearly/r;of/i;quarter/n;responsible/j	catholic/j;responsible/j	catholic/j;responsible/j	be/v;catholic/j;responsible/j	alone/r;catholic/j;responsible/j	alone/r;catholic/j;responsible/j	alone/r;be/v;catholic/j;for/i;nearly/r;responsible/j	L9,L6,L0,R2	L9,L6,L0,R2	L9,L6,L0,R1,R2,R6	L9,L8,L6,L0,R0,R2,R7	L9,L8,L6,L0,R0,R2,R7	L9,L8,L6,L0,R0,R1,R2,R3,R4,R6,R7	L6,L0,R2	L6,L0,R2	L6,L0,R1,R2	L6,L0,R0,R2	L6,L0,R0,R2	L6,L0,R0,R1,R2,R3,R4	L0,R2	L0,R2	L0,R1,R2,R6	L0,R0,R2,R7	L0,R0,R2,R7	L0,R0,R1,R2,R3,R4,R6,R7	L0,R2	L0,R2	L0,R1,R2	L0,R0,R2	L0,R0,R2	L0,R0,R1,R2,R3,R4
church/n/wlp_gb_b04/10291935			cold/n;conjure/v;dense/j;evening/n;have/v;manage/v;soundscape/n;warm/j	and/c;of/i;outside/i	and/c;of/i;outside/i	and/c;cold/n;conjure/v;dense/j;despite/i;evening/n;have/v;he/p;manage/v;of/i;on/i;outside/i;soundscape/n;up/r;warm/j			cold/n;conjure/v;warm/j	and/c;outside/i	and/c;outside/i	and/c;cold/n;conjure/v;despite/i;outside/i;up/r;warm/j			cold/n;conjure/v;dense/j;evening/n;have/v;manage/v;soundscape/n;warm/j	and/c;of/i;outside/i	and/c;of/i;outside/i	and/c;cold/n;conjure/v;dense/j;despite/i;evening/n;have/v;he/p;manage/v;of/i;on/i;outside/i;soundscape/n;up/r;warm/j			cold/n;conjure/v;warm/j	and/c;outside/i	and/c;outside/i	and/c;cold/n;conjure/v;despite/i;outside/i;up/r;warm/j			L8,L6,L2,R2,R4,R6,R7,R10	L10,L7,L1,R5	L10,L7,L1,R5	L10,L8,L7,L6,L4,L2,L1,R2,R3,R4,R5,R6,R7,R9,R10			L2,R2,R4	L7,L1,R5	L7,L1,R5	L7,L4,L2,L1,R2,R3,R4,R5			L8,L6,L2,R2,R4,R6,R7,R10	L10,L7,L1,R5	L10,L7,L1,R5	L10,L8,L7,L6,L4,L2,L1,R2,R3,R4,R5,R6,R7,R9,R10			L2,R2,R4	L7,L1,R5	L7,L1,R5	L7,L4,L2,L1,R2,R3,R4,R5
church/n/wlp_gb_b04/1988007	ground/n;jesus/n;true/j	ground/n;jesus/n;true/j	be/v;fall/v;grain/n;ground/n;jesus/n;tell/v;true/j;wheat/n	and/c;ground/n;jesus/n;of/i;to/i;true/j	and/c;ground/n;jesus/n;of/i;to/i;true/j	about/i;also/r;and/c;be/v;fall/v;grain/n;ground/n;himself/p;jesus/n;of/i;tell/v;to/i;true/j;unless/c;us/p;wheat/n	true/j	true/j	be/v;grain/n;true/j;wheat/n	of/i;true/j	of/i;true/j	also/r;be/v;grain/n;himself/p;of/i;true/j;unless/c;wheat/n	ground/n;jesus/n;true/j	ground/n;jesus/n;true/j	be/v;fall/v;grain/n;ground/n;jesus/n;tell/v;true/j;wheat/n	and/c;ground/n;jesus/n;of/i;to/i;true/j	and/c;ground/n;jesus/n;of/i;to/i;true/j	about/i;also/r;and/c;be/v;fall/v;grain/n;ground/n;himself/p;jesus/n;of/i;tell/v;to/i;true/j;unless/c;us/p;wheat/n	true/j	true/j	be/v;grain/n;true/j;wheat/n	of/i;true/j	of/i;true/j	also/r;be/v;grain/n;himself/p;of/i;true/j;unless/c;wheat/n	L8,L1,R9	L8,L1,R9	L8,L7,L3,L1,R3,R5,R6,R9	L8,L1,L0,R4,R7,R9,R10	L8,L1,L0,R4,R7,R9,R10	L8,L7,L6,L5,L4,L3,L2,L1,L0,R1,R3,R4,R5,R6,R7,R9,R10	L1	L1	L3,L1,R3,R5	L1,L0,R4	L1,L0,R4	L4,L3,L2,L1,L0,R1,R3,R4,R5	L8,L1,R9	L8,L1,R9	L8,L7,L3,L1,R3,R5,R6,R9	L8,L1,L0,R4,R7,R9,R10	L8,L1,L0,R4,R7,R9,R10	L8,L7,L6,L5,L4,L3,L2,L1,L0,R1,R3,R4,R5,R6,R7,R9,R10	L1	L1	L3,L1,R3,R5	L1,L0,R4	L1,L0,R4	L4,L3,L2,L1,L0,R1,R3,R4,R5
church/n/wlp_gb_b04/402386	build/v;call/v;county/n;early/j;felixstowe/n;place/n;priory/n	build/v;call/v;county/n;early/j;felixstowe/n;place/n;priory/n	be/v;build/v;call/v;county/n;early/j;felixstowe/n;place/n;plethora/n;priory/n;result/n	and/c;around/i;as/i;build/v;call/v;county/n;early/j;felixstowe/n;of/i;place/n;priory/n	and/c;around/i;as/i;build/v;call/v;county/n;early/j;felixstowe/n;of/i;place/n;priory/n	and/c;around/i;as/i;be/v;build/v;call/v;county/n;early/j;felixstowe/n;lots/p;now/r;of/i;place/n;plethora/n;priory/n;result/n	build/v;county/n;early/j	build/v;county/n;early/j	be/v;build/v;county/n;early/j;result/n	around/i;build/v;county/n;early/j	around/i;build/v;county/n;early/j	around/i;be/v;build/v;county/n;early/j;lots/p;result/n	build/v;call/v;county/n;early/j;felixstowe/n;place/n;priory/n	build/v;call/v;county/n;early/j;felixstowe/n;place/n;priory/n	be/v;build/v;call/v;county/n;early/j;felixstowe/n;place/n;plethora/n;priory/n;result/n	and/c;around/i;as/i;build/v;call/v;county/n;early/j;felixstowe/n;of/i;place/n;priory/n	and/c;around/i;as/i;build/v;call/v;county/n;early/j;felixstowe/n;of/i;place/n;priory/n	and/c;around/i;as/i;be/v;build/v;call/v;county/n;early/j;felixstowe/n;lots/p;now/r;of/i;place/n;plethora/n;priory/n;result/n	build/v;county/n;early/j	build/v;county/n;early/j	be/v;build/v;county/n;early/j;result/n	around/i;build/v;county/n;early/j	around/i;build/v;county/n;early/j	around/i;be/v;build/v;county/n;early/j;lots/p;result/n	L10,L8,L7,L0,R1,R4,R9	L10,L8,L7,L0,R1,R4,R9	L10,L8,L7,L3,L0,R0,R1,R4,R7,R9	L10,L8,L7,L5,L1,L0,R1,R2,R4,R5,R8,R9,R10	L10,L8,L7,L5,L1,L0,R1,R2,R4,R5,R8,R9,R10	L10,L9,L8,L7,L5,L3,L2,L1,L0,R0,R1,R2,R4,R5,R7,R8,R9,R10	L0,R1,R4	L0,R1,R4	L3,L0,R0,R1,R4	L0,R1,R2,R4	L0,R1,R2,R4	L3,L2,L0,R0,R1,R2,R4	L10,L8,L7,L0,R1,R4,R9	L10,L8,L7,L0,R1,R4,R9	L10,L8,L7,L3,L0,R0,R1,R4,R7,R9	L10,L8,L7,L5,L1,L0,R1,R2,R4,R5,R8,R9,R10	L10,L8,L7,L5,L1,L0,R1,R2,R4,R5,R8,R9,R10	L10,L9,L8,L7,L5,L3,L2,L1,L0,R0,R1,R2,R4,R5,R7,R8,R9,R10	L0,R1,R4	L0,R1,R4	L3,L0,R0,R1,R4	L0,R1,R2,R4	L0,R1,R2,R4	L3,L2,L0,R0,R1,R2,R4
church/n/wlp_gb_b04/5159092	body/n;catholic/j;free/j;institution/n;link/v;need/n;religious/j	body/n;catholic/j;free/j;institution/n;link/v;need/n;religious/j	act/v;be/v;body/n;catholic/j;free/j;institution/n;link/v;need/n;possible/j;religious/j	accordance/i;body/n;catholic/j;free/j;in/i;including/i;institution/n;link/v;need/n;religious/j;to/i	accordance/i;body/n;catholic/j;free/j;in/i;including/i;institution/n;link/v;need/n;religious/j;to/i	accordance/i;act/v;be/v;body/n;catholic/j;free/j;in/i;including/i;institution/n;link/v;need/n;possible/j;religious/j;to/i;with/i	catholic/j;free/j;institution/n;link/v;need/n	catholic/j;free/j;institution/n;link/v;need/n	be/v;catholic/j;free/j;institution/n;link/v;need/n	catholic/j;free/j;institution/n;link/v;need/n;to/i	catholic/j;free/j;institution/n;link/v;need/n;to/i	be/v;catholic/j;free/j;institution/n;link/v;need/n;to/i	body/n;catholic/j;free/j;institution/n;link/v;need/n;religious/j	body/n;catholic/j;free/j;institution/n;link/v;need/n;religious/j	act/v;be/v;body/n;catholic/j;free/j;institution/n;link/v;need/n;possible/j;religious/j	accordance/i;body/n;catholic/j;free/j;in/i;including/i;institution/n;link/v;need/n;religious/j;to/i	accordance/i;body/n;catholic/j;free/j;in/i;including/i;institution/n;link/v;need/n;religious/j;to/i	accordance/i;act/v;be/v;body/n;catholic/j;free/j;in/i;including/i;institution/n;link/v;need/n;possible/j;religious/j;to/i;with/i	catholic/j;free/j;institution/n;link/v;need/n	catholic/j;free/j;institution/n;link/v;need/n	be/v;catholic/j;free/j;institution/n;link/v;need/n	catholic/j;free/j;institution/n;link/v;need/n;to/i	catholic/j;free/j;institution/n;link/v;need/n;to/i	be/v;catholic/j;free/j;institution/n;link/v;need/n;to/i	L8,L7,L4,L3,L0,R1,R4	L8,L7,L4,L3,L0,R1,R4	L10,L8,L7,L4,L3,L0,R1,R3,R4,R6	L8,L7,L5,L4,L3,L2,L0,R1,R4,R7,R8	L8,L7,L5,L4,L3,L2,L0,R1,R4,R7,R8	L10,L8,L7,L5,L4,L3,L2,L0,R1,R3,R4,R6,R7,R8,R9	L4,L3,L0,R1,R4	L4,L3,L0,R1,R4	L4,L3,L0,R1,R3,R4	L4,L3,L2,L0,R1,R4	L4,L3,L2,L0,R1,R4	L4,L3,L2,L0,R1,R3,R4	L8,L7,L4,L3,L0,R1,R4	L8,L7,L4,L3,L0,R1,R4	L10,L8,L7,L4,L3,L0,R1,R3,R4,R6	L8,L7,L5,L4,L3,L2,L0,R1,R4,R7,R8	L8,L7,L5,L4,L3,L2,L0,R1,R4,R7,R8	L10,L8,L7,L5,L4,L3,L2,L0,R1,R3,R4,R6,R7,R8,R9	L4,L3,L0,R1,R4	L4,L3,L0,R1,R4	L4,L3,L0,R1,R3,R4	L4,L3,L2,L0,R1,R4	L4,L3,L2,L0,R1,R4	L4,L3,L2,L0,R1,R3,R4
church/n/wlp_gb_b05/15439757	giamatti/n;haden/n;ne/n;paul/n;thomas/n	giamatti/n;haden/n;ne/n;paul/n;thomas/n	alexander/n;be/v;come/v;dinner/n;giamatti/n;haden/n;have/v;ne/n;paul/n;payne/n;plus/n;pour/v;thomas/n;wine/n	and/c;giamatti/n;haden/n;ne/n;paul/n;thomas/n	and/c;giamatti/n;haden/n;ne/n;paul/n;thomas/n	alexander/n;and/c;be/v;come/v;dinner/n;giamatti/n;haden/n;have/v;i/p;ne/n;out/r;paul/n;payne/n;plus/n;pour/v;thomas/n;wine/n;with/i	giamatti/n;haden/n;paul/n;thomas/n	giamatti/n;haden/n;paul/n;thomas/n	be/v;giamatti/n;haden/n;paul/n;pour/v;thomas/n;wine/n	and/c;giamatti/n;haden/n;paul/n;thomas/n	and/c;giamatti/n;haden/n;paul/n;thomas/n	and/c;be/v;giamatti/n;haden/n;i/p;paul/n;pour/v;thomas/n;wine/n	giamatti/n;haden/n;ne/n;paul/n;thomas/n	giamatti/n;haden/n;ne/n;paul/n;thomas/n	alexander/n;be/v;come/v;dinner/n;giamatti/n;haden/n;have/v;ne/n;paul/n;payne/n;plus/n;pour/v;thomas/n;wine/n	and/c;giamatti/n;haden/n;ne/n;paul/n;thomas/n	and/c;giamatti/n;haden/n;ne/n;paul/n;thomas/n	alexander/n;and/c;be/v;come/v;dinner/n;giamatti/n;haden/n;have/v;i/p;ne/n;out/r;paul/n;payne/n;plus/n;pour/v;thomas/n;wine/n;with/i	giamatti/n;haden/n;paul/n;thomas/n	giamatti/n;haden/n;paul/n;thomas/n	be/v;giamatti/n;haden/n;paul/n;pour/v;thomas/n;wine/n	and/c;giamatti/n;haden/n;paul/n;thomas/n	and/c;giamatti/n;haden/n;paul/n;thomas/n	and/c;be/v;giamatti/n;haden/n;i/p;paul/n;pour/v;thomas/n;wine/n	L4,L3,L1,L0,R10	L4,L3,L1,L0,R10	L10,L9,L7,L6,L4,L3,L1,L0,R1,R3,R5,R6,R10	L4,L3,L2,L1,L0,R10	L4,L3,L2,L1,L0,R10	L10,L9,L8,L7,L6,L4,L3,L2,L1,L0,R1,R3,R4,R5,R6,R7,R8,R10	L4,L3,L1,L0	L4,L3,L1,L0	L4,L3,L1,L0,R1,R3,R5	L4,L3,L2,L1,L0	L4,L3,L2,L1,L0	L4,L3,L2,L1,L0,R1,R3,R4,R5	L4,L3,L1,L0,R10	L4,L3,L1,L0,R10	L10,L9,L7,L6,L4,L3,L1,L0,R1,R3,R5,R6,R10	L4,L3,L2,L1,L0,R10	L4,L3,L2,L1,L0,R10	L10,L9,L8,L7,L6,L4,L3,L2,L1,L0,R1,R3,R4,R5,R6,R7,R8,R10	L4,L3,L1,L0	L4,L3,L1,L0	L4,L3,L1,L0,R1,R3,R5	L4,L3,L2,L1,L0	L4,L3,L2,L1,L0	L4,L3,L2,L1,L0,R1,R3,R4,R5
