_id	_cws.zwart.foc10.nav.weight.bound	_cws.zwart.foc10.nav.selection.bound	_cws.zwart.foc10.nav.noweight.bound	_cws.zwart.foc10.all.weight.bound	_cws.zwart.foc10.all.selection.bound	_cws.zwart.foc10.all.noweight.bound	_cws.zwart.foc5.nav.weight.bound	_cws.zwart.foc5.nav.selection.bound	_cws.zwart.foc5.nav.noweight.bound	_cws.zwart.foc5.all.weight.bound	_cws.zwart.foc5.all.selection.bound	_cws.zwart.foc5.all.noweight.bound	_cws.zwart.foc10.nav.weight.nobound	_cws.zwart.foc10.nav.selection.nobound	_cws.zwart.foc10.nav.noweight.nobound	_cws.zwart.foc10.all.weight.nobound	_cws.zwart.foc10.all.selection.nobound	_cws.zwart.foc10.all.noweight.nobound	_cws.zwart.foc5.nav.weight.nobound	_cws.zwart.foc5.nav.selection.nobound	_cws.zwart.foc5.nav.noweight.nobound	_cws.zwart.foc5.all.weight.nobound	_cws.zwart.foc5.all.selection.nobound	_cws.zwart.foc5.all.noweight.nobound	_idxs.zwart.foc10.nav.weight.bound	_idxs.zwart.foc10.nav.selection.bound	_idxs.zwart.foc10.nav.noweight.bound	_idxs.zwart.foc10.all.weight.bound	_idxs.zwart.foc10.all.selection.bound	_idxs.zwart.foc10.all.noweight.bound	_idxs.zwart.foc5.nav.weight.bound	_idxs.zwart.foc5.nav.selection.bound	_idxs.zwart.foc5.nav.noweight.bound	_idxs.zwart.foc5.all.weight.bound	_idxs.zwart.foc5.all.selection.bound	_idxs.zwart.foc5.all.noweight.bound	_idxs.zwart.foc10.nav.weight.nobound	_idxs.zwart.foc10.nav.selection.nobound	_idxs.zwart.foc10.nav.noweight.nobound	_idxs.zwart.foc10.all.weight.nobound	_idxs.zwart.foc10.all.selection.nobound	_idxs.zwart.foc10.all.noweight.nobound	_idxs.zwart.foc5.nav.weight.nobound	_idxs.zwart.foc5.nav.selection.nobound	_idxs.zwart.foc5.nav.noweight.nobound	_idxs.zwart.foc5.all.weight.nobound	_idxs.zwart.foc5.all.selection.nobound	_idxs.zwart.foc5.all.noweight.nobound
zwart/adj/parool_20020607_122/2352	goudkleurig/adj;mager/adj;nagel/noun	goudkleurig/adj;mager/adj;nagel/noun	geregeld/adj;goudkleurig/adj;mager/adj;nagel/noun;word/verb	die/pron;door/prep;een/det;goudkleurig/adj;mager/adj;met/prep;nagel/noun	die/pron;door/prep;een/det;goudkleurig/adj;mager/adj;met/prep;nagel/noun	die/pron;door/prep;een/det;geregeld/adj;goudkleurig/adj;mager/adj;met/prep;nagel/noun;word/verb	goudkleurig/adj;mager/adj;nagel/noun	goudkleurig/adj;mager/adj;nagel/noun	goudkleurig/adj;mager/adj;nagel/noun	een/det;goudkleurig/adj;mager/adj;met/prep;nagel/noun	een/det;goudkleurig/adj;mager/adj;met/prep;nagel/noun	een/det;goudkleurig/adj;mager/adj;met/prep;nagel/noun	ben/verb;bewerk/verb;denkbeeldig/adj;goudkleurig/adj;mager/adj;nagel/noun;vinger/noun	ben/verb;bewerk/verb;denkbeeldig/adj;goudkleurig/adj;mager/adj;nagel/noun;vinger/noun	ben/verb;bewerk/verb;denkbeeldig/adj;geregeld/adj;goudkleurig/adj;mager/adj;nagel/noun;vinger/noun;word/verb	ben/verb;bewerk/verb;denkbeeldig/adj;die/pron;door/prep;een/det;goudkleurig/adj;mager/adj;met/prep;nagel/noun;vinger/noun	ben/verb;bewerk/verb;denkbeeldig/adj;die/pron;door/prep;een/det;goudkleurig/adj;mager/adj;met/prep;nagel/noun;vinger/noun	ben/verb;bewerk/verb;denkbeeldig/adj;die/pron;door/prep;een/det;geregeld/adj;goudkleurig/adj;mager/adj;met/prep;nagel/noun;vinger/noun;word/verb	goudkleurig/adj;mager/adj;nagel/noun	goudkleurig/adj;mager/adj;nagel/noun	goudkleurig/adj;mager/adj;nagel/noun	een/det;goudkleurig/adj;mager/adj;met/prep;nagel/noun	een/det;goudkleurig/adj;mager/adj;met/prep;nagel/noun	een/det;goudkleurig/adj;mager/adj;met/prep;nagel/noun	L1,R2,R3	L1,R2,R3	L1,R2,R3,R6,R7	L2,L1,R1,R2,R3,R5,R9	L2,L1,R1,R2,R3,R5,R9	L2,L1,R1,R2,R3,R5,R6,R7,R9	L1,R2,R3	L1,R2,R3	L1,R2,R3	L2,L1,R1,R2,R3	L2,L1,R1,R2,R3	L2,L1,R1,R2,R3	L9,L8,L7,L1,R2,R3	L9,L8,L7,L1,R2,R3	L9,L8,L7,L1,R2,R3,R6,R7	L9,L8,L7,L2,L1,R1,R2,R3,R5,R9	L9,L8,L7,L2,L1,R1,R2,R3,R5,R9	L9,L8,L7,L2,L1,R1,R2,R3,R5,R6,R7,R9	L1,R2,R3	L1,R2,R3	L1,R2,R3	L2,L1,R1,R2,R3	L2,L1,R1,R2,R3	L2,L1,R1,R2,R3
zwart/adj/parool_20020608_102/700	beland/verb;lijst/noun;loop/verb	beland/verb;lijst/noun;loop/verb	beland/verb;kom/verb;lijst/noun;loop/verb;risico/noun	beland/verb;de/det;die/pron;lijst/noun;loop/verb;namelijk/adv;op/prep	beland/verb;de/det;die/pron;lijst/noun;loop/verb;namelijk/adv;op/prep	aan/prep;beland/verb;de/det;die/pron;het/det;kom/verb;lijst/noun;loop/verb;meer/adv;namelijk/adv;niet/adv;op/prep;risico/noun	beland/verb;lijst/noun	beland/verb;lijst/noun	beland/verb;kom/verb;lijst/noun;risico/noun	beland/verb;lijst/noun;namelijk/adv;op/prep	beland/verb;lijst/noun;namelijk/adv;op/prep	beland/verb;het/det;kom/verb;lijst/noun;namelijk/adv;op/prep;risico/noun	beland/verb;lijst/noun;loop/verb	beland/verb;lijst/noun;loop/verb	beland/verb;kom/verb;lijst/noun;loop/verb;risico/noun	beland/verb;de/det;die/pron;lijst/noun;loop/verb;namelijk/adv;op/prep	beland/verb;de/det;die/pron;lijst/noun;loop/verb;namelijk/adv;op/prep	aan/prep;beland/verb;de/det;die/pron;het/det;kom/verb;lijst/noun;loop/verb;meer/adv;namelijk/adv;niet/adv;op/prep;risico/noun	beland/verb;lijst/noun	beland/verb;lijst/noun	beland/verb;kom/verb;lijst/noun;risico/noun	beland/verb;lijst/noun;namelijk/adv;op/prep	beland/verb;lijst/noun;namelijk/adv;op/prep	beland/verb;het/det;kom/verb;lijst/noun;namelijk/adv;op/prep;risico/noun	L5,R0,R2	L5,R0,R2	L5,L2,R0,R2,R4	L9,L8,L5,L4,L1,L0,R0,R2,R9	L9,L8,L5,L4,L1,L0,R0,R2,R9	L9,L8,L5,L4,L3,L2,L1,L0,R0,R2,R4,R6,R7,R8,R9	R0,R2	R0,R2	L2,R0,R2,R4	L4,L1,R0,R2	L4,L1,R0,R2	L4,L3,L2,L1,R0,R2,R4	L5,R0,R2	L5,R0,R2	L5,L2,R0,R2,R4	L9,L8,L5,L4,L1,L0,R0,R2,R9	L9,L8,L5,L4,L1,L0,R0,R2,R9	L9,L8,L5,L4,L3,L2,L1,L0,R0,R2,R4,R6,R7,R8,R9	R0,R2	R0,R2	L2,R0,R2,R4	L4,L1,R0,R2	L4,L1,R0,R2	L4,L3,L2,L1,R0,R2,R4
zwart/adj/parool_20020909_22/423	dans/adj;zie/verb	dans/adj;zie/verb	dans/adj;groep/noun;verwachting/noun;zie/verb	dans/adj;de/det;een/det;eenvoudigweg/adv;in/prep;over/prep;zie/verb	dans/adj;de/det;een/det;eenvoudigweg/adv;in/prep;over/prep;zie/verb	dans/adj;de/det;een/det;eenvoudigweg/adv;groep/noun;het/det;in/prep;over/prep;verwachting/noun;we/pron;zie/verb	dans/adj;zie/verb	dans/adj;zie/verb	dans/adj;groep/noun;zie/verb	dans/adj;een/det;eenvoudigweg/adv;over/prep;zie/verb	dans/adj;een/det;eenvoudigweg/adv;over/prep;zie/verb	dans/adj;een/det;eenvoudigweg/adv;groep/noun;over/prep;we/pron;zie/verb	dans/adj;zie/verb	dans/adj;zie/verb	dans/adj;groep/noun;meditatie/noun;verwachting/noun;zie/verb	als/prep;dans/adj;de/det;een/det;eenvoudigweg/adv;in/prep;over/prep;zie/verb	als/prep;dans/adj;de/det;een/det;eenvoudigweg/adv;in/prep;over/prep;zie/verb	als/prep;dans/adj;de/det;een/det;eenvoudigweg/adv;groep/noun;het/det;in/prep;meditatie/noun;over/prep;verwachting/noun;we/pron;zie/verb	dans/adj;zie/verb	dans/adj;zie/verb	dans/adj;groep/noun;zie/verb	dans/adj;eenvoudigweg/adv;over/prep;zie/verb	dans/adj;eenvoudigweg/adv;over/prep;zie/verb	dans/adj;eenvoudigweg/adv;groep/noun;over/prep;we/pron;zie/verb	L3,R3	L3,R3	L8,L3,R3,R4	L9,L6,L3,L1,L0,R1,R2,R3	L9,L6,L3,L1,L0,R1,R2,R3	L9,L8,L6,L5,L3,L2,L1,L0,R1,R2,R3,R4	L3,R3	L3,R3	L3,R3,R4	L3,L1,L0,R1,R2,R3	L3,L1,L0,R1,R2,R3	L3,L2,L1,L0,R1,R2,R3,R4	L3,R3	L3,R3	L8,L3,R3,R4	L9,L6,L3,L1,L0,R1,R2,R3,R9	L9,L6,L3,L1,L0,R1,R2,R3,R9	L9,L8,L6,L5,L3,L2,L1,L0,R1,R2,R3,R4,R9	L3,R3	L3,R3	L3,R3,R4	L3,L1,R1,R3	L3,L1,R1,R3	L3,L2,L1,R1,R3,R4
zwart/adj/parool_20020928_134/796	sta/verb;stuk/noun;verloren/adj	sta/verb;stuk/noun;verloren/adj	heb/verb;sta/verb;stuk/noun;verloren/adj	een/det;hij/pron;sta/verb;stuk/noun;verloren/adj	een/det;hij/pron;sta/verb;stuk/noun;verloren/adj	een/det;heb/verb;hij/pron;meer/det;nu/adv;sta/verb;stuk/noun;verloren/adj			heb/verb;stuk/noun	een/det;stuk/noun	een/det;stuk/noun	een/det;heb/verb;meer/det;nu/adv;stuk/noun	sta/verb;stuk/noun;verloren/adj	sta/verb;stuk/noun;verloren/adj	heb/verb;sta/verb;stuk/noun;verloren/adj	een/det;hij/pron;sta/verb;stuk/noun;verloren/adj	een/det;hij/pron;sta/verb;stuk/noun;verloren/adj	een/det;heb/verb;hij/pron;meer/det;nu/adv;sta/verb;stuk/noun;verloren/adj			heb/verb;stuk/noun	een/det;stuk/noun	een/det;stuk/noun	een/det;heb/verb;meer/det;nu/adv;stuk/noun	R2,R6,R8	R2,R6,R8	R2,R4,R6,R8	R1,R2,R6,R7,R8	R1,R2,R6,R7,R8	R0,R1,R2,R3,R4,R6,R7,R8			R2,R4	R1,R2	R1,R2	R0,R1,R2,R3,R4	R2,R6,R8	R2,R6,R8	R2,R4,R6,R8	R1,R2,R6,R7,R8	R1,R2,R6,R7,R8	R0,R1,R2,R3,R4,R6,R7,R8			R2,R4	R1,R2	R1,R2	R0,R1,R2,R3,R4
zwart/adj/parool_20021014_79/94	kind/noun;man/noun;roep/verb	kind/noun;man/noun;roep/verb	kind/noun;man/noun;militair/adj;opleiding/noun;organisatie/noun;roep/verb;verklaring/noun	de/det;een/det;in/prep;kind/noun;man/noun;met/prep;op/prep;roep/verb	de/det;een/det;in/prep;kind/noun;man/noun;met/prep;op/prep;roep/verb	de/det;een/det;gisteren/adv;in/prep;kind/noun;man/noun;met/prep;militair/adj;op/prep;opleiding/noun;organisatie/noun;roep/verb;verklaring/noun	man/noun;roep/verb	man/noun;roep/verb	man/noun;organisatie/noun;roep/verb;verklaring/noun	de/det;een/det;man/noun;met/prep;roep/verb	de/det;een/det;man/noun;met/prep;roep/verb	de/det;een/det;gisteren/adv;man/noun;met/prep;organisatie/noun;roep/verb;verklaring/noun	kind/noun;man/noun;roep/verb	kind/noun;man/noun;roep/verb	kind/noun;man/noun;militair/adj;opleiding/noun;organisatie/noun;roep/verb;verklaring/noun	de/det;een/det;in/prep;kind/noun;man/noun;met/prep;op/prep;roep/verb	de/det;een/det;in/prep;kind/noun;man/noun;met/prep;op/prep;roep/verb	de/det;een/det;gisteren/adv;in/prep;kind/noun;man/noun;met/prep;militair/adj;op/prep;opleiding/noun;organisatie/noun;roep/verb;verklaring/noun	man/noun;roep/verb	man/noun;roep/verb	man/noun;organisatie/noun;roep/verb;verklaring/noun	de/det;een/det;man/noun;met/prep;roep/verb	de/det;een/det;man/noun;met/prep;roep/verb	de/det;een/det;gisteren/adv;man/noun;met/prep;organisatie/noun;roep/verb;verklaring/noun	L2,R2,R9	L2,R2,R9	L3,L2,R0,R2,R5,R6,R9	L5,L4,L2,L1,R2,R3,R4,R7,R9	L5,L4,L2,L1,R2,R3,R4,R7,R9	L5,L4,L3,L2,L1,R0,R1,R2,R3,R4,R5,R6,R7,R9	L2,R2	L2,R2	L3,L2,R0,R2	L4,L2,L1,R2,R3,R4	L4,L2,L1,R2,R3,R4	L4,L3,L2,L1,R0,R1,R2,R3,R4	L2,R2,R9	L2,R2,R9	L3,L2,R0,R2,R5,R6,R9	L5,L4,L2,L1,R2,R3,R4,R7,R9	L5,L4,L2,L1,R2,R3,R4,R7,R9	L5,L4,L3,L2,L1,R0,R1,R2,R3,R4,R5,R6,R7,R9	L2,R2	L2,R2	L3,L2,R0,R2	L4,L2,L1,R2,R3,R4	L4,L2,L1,R2,R3,R4	L4,L3,L2,L1,R0,R1,R2,R3,R4
zwart/adj/parool_20030402_04/11			ga/verb;mens/noun	de/det;in/prep	de/det;in/prep	de/det;ga/verb;het/det;in/prep;mens/noun;mij/pron;om/prep;van/prep				de/det;in/prep	de/det;in/prep	de/det;in/prep;mens/noun;om/prep;van/prep			ga/verb;mens/noun	de/det;in/prep;uit/prep;veel/det	de/det;in/prep;uit/prep;veel/det	de/det;ga/verb;het/det;in/prep;mens/noun;mij/pron;om/prep;uit/prep;van/prep;veel/det;voort/part				de/det;in/prep	de/det;in/prep	de/det;in/prep;mens/noun;om/prep;van/prep			L6,R0	L3,L0,R1,R2	L3,L0,R1,R2	L7,L6,L5,L4,L3,L1,L0,R0,R1,R2				L3,L0,R1,R2	L3,L0,R1,R2	L4,L3,L1,L0,R0,R1,R2			L6,R0	L3,L0,R1,R2,R7	L3,L0,R1,R2,R7	L7,L6,L5,L4,L3,L1,L0,R0,R1,R2,R7				L3,L0,R1,R2	L3,L0,R1,R2	L4,L3,L1,L0,R0,R1,R2
zwart/adj/parool_20030628_105/225	typisch/adj;wijk/noun	typisch/adj;wijk/noun	betrek/verb;typisch/adj;wijk/noun;word/verb	die/pron;typisch/adj;vervolgens/adv;wijk/noun;ze/pron	die/pron;typisch/adj;vervolgens/adv;wijk/noun;ze/pron	betrek/verb;die/pron;typisch/adj;vervolgens/adv;wijk/noun;word/verb;ze/pron				die/pron;typisch/adj;vervolgens/adv	die/pron;typisch/adj;vervolgens/adv	die/pron;typisch/adj;vervolgens/adv	jood/noun;typisch/adj;wijk/noun	jood/noun;typisch/adj;wijk/noun	betrek/verb;jood/noun;typisch/adj;wijk/noun;word/verb	die/pron;jood/noun;typisch/adj;vervolgens/adv;wijk/noun;ze/pron	die/pron;jood/noun;typisch/adj;vervolgens/adv;wijk/noun;ze/pron	betrek/verb;die/pron;jood/noun;typisch/adj;vervolgens/adv;wijk/noun;word/verb;ze/pron				die/pron;typisch/adj;vervolgens/adv	die/pron;typisch/adj;vervolgens/adv	die/pron;typisch/adj;vervolgens/adv	L5,L0,R4	L5,L0,R4	L6,L5,L0,R4,R7	L7,L5,L3,L2,L0,R4	L7,L5,L3,L2,L0,R4	L7,L6,L5,L3,L2,L0,R4,R7				L3,L2,L0,R4	L3,L2,L0,R4	L3,L2,L0,R4	L5,L0,R4	L5,L0,R4	L6,L5,L0,R4,R7	L7,L5,L3,L2,L0,R4	L7,L5,L3,L2,L0,R4	L7,L6,L5,L3,L2,L0,R4,R7				L3,L2,L0,R4	L3,L2,L0,R4	L3,L2,L0,R4
zwart/adj/parool_20030709_15/377			eerder/adj;veroordeeld/adj	de/det;tegen/prep;veroordeeld/adj	de/det;tegen/prep;veroordeeld/adj	de/det;eerder/adj;tegen/prep;veroordeeld/adj									eerder/adj;veroordeeld/adj	de/det;tegen/prep;veroordeeld/adj	de/det;tegen/prep;veroordeeld/adj	de/det;eerder/adj;tegen/prep;veroordeeld/adj									L7,L6	L9,L8,L6,L0	L9,L8,L6,L0	L9,L8,L7,L6,L0									L7,L6	L9,L8,L6,L0	L9,L8,L6,L0	L9,L8,L7,L6,L0						
zwart/adj/parool_20030912_05/296	draag/verb;kleed/noun	draag/verb;kleed/noun	ander/adj;draag/verb;iets/noun;kleed/noun	draag/verb;hij/pron;in/prep;kleed/noun	draag/verb;hij/pron;in/prep;kleed/noun	ander/adj;draag/verb;hij/pron;iets/noun;in/prep;kleed/noun;nooit/adv	draag/verb;kleed/noun	draag/verb;kleed/noun	ander/adj;draag/verb;iets/noun;kleed/noun	draag/verb;hij/pron;kleed/noun	draag/verb;hij/pron;kleed/noun	ander/adj;draag/verb;hij/pron;iets/noun;kleed/noun	ben/verb;draag/verb;kleed/noun	ben/verb;draag/verb;kleed/noun	ander/adj;ben/verb;draag/verb;heb/verb;iets/noun;kleed/noun;mens/noun	ben/verb;draag/verb;een/det;hij/pron;in/prep;kleed/noun	ben/verb;draag/verb;een/det;hij/pron;in/prep;kleed/noun	ander/adj;ben/verb;draag/verb;een/det;heb/verb;hij/pron;iets/noun;in/prep;kleed/noun;mens/noun;nooit/adv	ben/verb;draag/verb;kleed/noun	ben/verb;draag/verb;kleed/noun	ander/adj;ben/verb;draag/verb;iets/noun;kleed/noun	ben/verb;draag/verb;een/det;hij/pron;kleed/noun	ben/verb;draag/verb;een/det;hij/pron;kleed/noun	ander/adj;ben/verb;draag/verb;een/det;hij/pron;iets/noun;kleed/noun	L4,R0	L4,R0	L4,L2,L1,R0	L8,L4,L3,R0	L8,L4,L3,R0	L8,L5,L4,L3,L2,L1,R0	L4,R0	L4,R0	L4,L2,L1,R0	L4,L3,R0	L4,L3,R0	L4,L3,L2,L1,R0	L4,R0,R5	L4,R0,R5	L4,L2,L1,R0,R5,R8	L8,L4,L3,R0,R4,R5,R6	L8,L4,L3,R0,R4,R5,R6	L8,L5,L4,L3,L2,L1,R0,R4,R5,R6,R8	L4,R0,R5	L4,R0,R5	L4,L2,L1,R0,R5	L4,L3,R0,R4,R5,R6	L4,L3,R0,R4,R5,R6	L4,L3,L2,L1,R0,R4,R5,R6
zwart/adj/parool_20040214_194/50	ben/verb;eindspel/noun;nauwkeurig/adj	ben/verb;eindspel/noun;nauwkeurig/adj	ben/verb;eindspel/noun;moet/verb;nauwkeurig/adj	ben/verb;eindspel/noun;in/prep;nauwkeurig/adj	ben/verb;eindspel/noun;in/prep;nauwkeurig/adj	ben/verb;eindspel/noun;het/det;in/prep;moet/verb;nauwkeurig/adj;zeer/adv	ben/verb;eindspel/noun;nauwkeurig/adj	ben/verb;eindspel/noun;nauwkeurig/adj	ben/verb;eindspel/noun;moet/verb;nauwkeurig/adj	ben/verb;eindspel/noun;in/prep;nauwkeurig/adj	ben/verb;eindspel/noun;in/prep;nauwkeurig/adj	ben/verb;eindspel/noun;het/det;in/prep;moet/verb;nauwkeurig/adj;zeer/adv	ben/verb;eindspel/noun;nauwkeurig/adj	ben/verb;eindspel/noun;nauwkeurig/adj	ben/verb;eindspel/noun;lastig/adj;moet/verb;mogelijk/adj;nauwkeurig/adj;tegenstander/noun	ben/verb;eindspel/noun;in/prep;nauwkeurig/adj;zijn/det	ben/verb;eindspel/noun;in/prep;nauwkeurig/adj;zijn/det	ben/verb;eindspel/noun;het/det;in/prep;lastig/adj;moet/verb;mogelijk/adj;nauwkeurig/adj;tegenstander/noun;zeer/adv;zijn/det;zo/adv	ben/verb;eindspel/noun;nauwkeurig/adj	ben/verb;eindspel/noun;nauwkeurig/adj	ben/verb;eindspel/noun;moet/verb;nauwkeurig/adj	ben/verb;eindspel/noun;in/prep;nauwkeurig/adj	ben/verb;eindspel/noun;in/prep;nauwkeurig/adj	ben/verb;eindspel/noun;het/det;in/prep;moet/verb;nauwkeurig/adj;zeer/adv	L1,R1,R2	L1,R1,R2	L1,L0,R1,R2	L3,L1,R1,R2	L3,L1,R1,R2	L3,L2,L1,L0,R0,R1,R2	L1,R1,R2	L1,R1,R2	L1,L0,R1,R2	L3,L1,R1,R2	L3,L1,R1,R2	L3,L2,L1,L0,R0,R1,R2	L1,R1,R2	L1,R1,R2	L8,L7,L1,L0,R1,R2	L3,L1,R1,R2	L3,L1,R1,R2	L9,L8,L7,L3,L2,L1,L0,R0,R1,R2	L1,R1,R2	L1,R1,R2	L1,L0,R1,R2	L3,L1,R1,R2	L3,L1,R1,R2	L3,L2,L1,L0,R0,R1,R2
zwart/adj/parool_20040216_96/245	dochter/noun;man/noun	dochter/noun;man/noun	dochter/noun;iets/noun;man/noun;programma/noun;vergelijkbaar/adj	dochter/noun;een/det;hetzelfde/det;man/noun;met/prep;over/prep;zijn/det	dochter/noun;een/det;hetzelfde/det;man/noun;met/prep;over/prep;zijn/det	dochter/noun;een/det;hetzelfde/det;iets/noun;man/noun;met/prep;over/prep;overigens/adv;programma/noun;vergelijkbaar/adj;zijn/det	dochter/noun;man/noun	dochter/noun;man/noun	dochter/noun;man/noun	dochter/noun;een/det;man/noun;met/prep;over/prep;zijn/det	dochter/noun;een/det;man/noun;met/prep;over/prep;zijn/det	dochter/noun;een/det;man/noun;met/prep;over/prep;zijn/det	dochter/noun;man/noun	dochter/noun;man/noun	daar/noun;dochter/noun;hoor/verb;iemand/noun;iets/noun;man/noun;programma/noun;vergelijkbaar/adj	dochter/noun;een/det;hetzelfde/det;man/noun;met/prep;over/prep;zijn/det	dochter/noun;een/det;hetzelfde/det;man/noun;met/prep;over/prep;zijn/det	daar/noun;dochter/noun;een/det;hetzelfde/det;hoor/verb;iemand/noun;iets/noun;je/pron;man/noun;met/prep;nooit/adv;over/prep;overigens/adv;programma/noun;vergelijkbaar/adj;zijn/det	dochter/noun;man/noun	dochter/noun;man/noun	daar/noun;dochter/noun;hoor/verb;man/noun	dochter/noun;een/det;man/noun;met/prep;zijn/det	dochter/noun;een/det;man/noun;met/prep;zijn/det	daar/noun;dochter/noun;een/det;hoor/verb;man/noun;met/prep;zijn/det	L2,R0	L2,R0	L8,L6,L5,L2,R0	L9,L4,L3,L2,L1,L0,R0	L9,L4,L3,L2,L1,L0,R0	L9,L8,L7,L6,L5,L4,L3,L2,L1,L0,R0	L2,R0	L2,R0	L2,R0	L4,L3,L2,L1,L0,R0	L4,L3,L2,L1,L0,R0	L4,L3,L2,L1,L0,R0	L2,R0	L2,R0	L8,L6,L5,L2,R0,R5,R6,R9	L9,L4,L3,L2,L1,L0,R0	L9,L4,L3,L2,L1,L0,R0	L9,L8,L7,L6,L5,L4,L3,L2,L1,L0,R0,R5,R6,R7,R8,R9	L2,R0	L2,R0	L2,R0,R5,R6	L3,L2,L1,L0,R0	L3,L2,L1,L0,R0	L3,L2,L1,L0,R0,R5,R6
zwart/adj/parool_20040402_30/116	circuleer/verb;geld/noun;sla/verb	circuleer/verb;geld/noun;sla/verb	alarm/noun;circuleer/verb;geld/noun;sla/verb;word/verb	circuleer/verb;dat/pron;geld/noun;over/prep;sla/verb	circuleer/verb;dat/pron;geld/noun;over/prep;sla/verb	al/det;alarm/noun;binnen/prep;circuleer/verb;dat/det;dat/pron;geld/noun;over/prep;sla/verb;word/verb	circuleer/verb;geld/noun;sla/verb	circuleer/verb;geld/noun;sla/verb	circuleer/verb;geld/noun;sla/verb;word/verb	circuleer/verb;dat/pron;geld/noun;over/prep;sla/verb	circuleer/verb;dat/pron;geld/noun;over/prep;sla/verb	al/det;binnen/prep;circuleer/verb;dat/det;dat/pron;geld/noun;over/prep;sla/verb;word/verb	circuleer/verb;geld/noun;sla/verb	circuleer/verb;geld/noun;sla/verb	alarm/noun;circuleer/verb;geld/noun;sla/verb;word/verb	circuleer/verb;dat/pron;geld/noun;over/prep;sla/verb	circuleer/verb;dat/pron;geld/noun;over/prep;sla/verb	al/det;alarm/noun;binnen/prep;circuleer/verb;dat/det;dat/pron;geld/noun;over/prep;sla/verb;word/verb	circuleer/verb;geld/noun;sla/verb	circuleer/verb;geld/noun;sla/verb	circuleer/verb;geld/noun;sla/verb;word/verb	circuleer/verb;dat/pron;geld/noun;over/prep;sla/verb	circuleer/verb;dat/pron;geld/noun;over/prep;sla/verb	al/det;binnen/prep;circuleer/verb;dat/det;dat/pron;geld/noun;over/prep;sla/verb;word/verb	L3,R0,R3	L3,R0,R3	L5,L4,L3,R0,R3	L3,L2,R0,R1,R3	L3,L2,R0,R1,R3	L5,L4,L3,L2,L1,L0,R0,R1,R3,R4	L3,R0,R3	L3,R0,R3	L4,L3,R0,R3	L3,L2,R0,R1,R3	L3,L2,R0,R1,R3	L4,L3,L2,L1,L0,R0,R1,R3,R4	L3,R0,R3	L3,R0,R3	L5,L4,L3,R0,R3	L3,L2,R0,R1,R3	L3,L2,R0,R1,R3	L5,L4,L3,L2,L1,L0,R0,R1,R3,R4	L3,R0,R3	L3,R0,R3	L4,L3,R0,R3	L3,L2,R0,R1,R3	L3,L2,R0,R1,R3	L4,L3,L2,L1,L0,R0,R1,R3,R4
zwart/adj/parool_20040603_02/290	bankrekening/noun;lijst/noun	bankrekening/noun;lijst/noun	ander/adj;bankrekening/noun;blokkeer/verb;land/noun;lijst/noun;moet/verb;organisatie/noun;word/verb	bankrekening/noun;de/det;die/det;een/det;in/prep;lijst/noun	bankrekening/noun;de/det;die/det;een/det;in/prep;lijst/noun	aan/prep;ander/adj;bankrekening/noun;blokkeer/verb;de/det;die/det;een/det;in/prep;land/noun;lijst/noun;moet/verb;organisatie/noun;van/prep;word/verb			ander/adj;land/noun;lijst/noun;organisatie/noun	de/det;een/det;lijst/noun	de/det;een/det;lijst/noun	aan/prep;ander/adj;de/det;een/det;land/noun;lijst/noun;organisatie/noun;van/prep	bankrekening/noun;lijst/noun	bankrekening/noun;lijst/noun	ander/adj;bankrekening/noun;blokkeer/verb;land/noun;lijst/noun;moet/verb;organisatie/noun;word/verb	bankrekening/noun;de/det;die/det;een/det;in/prep;lijst/noun	bankrekening/noun;de/det;die/det;een/det;in/prep;lijst/noun	aan/prep;ander/adj;bankrekening/noun;blokkeer/verb;de/det;die/det;een/det;in/prep;land/noun;lijst/noun;moet/verb;organisatie/noun;van/prep;word/verb			ander/adj;land/noun;lijst/noun;organisatie/noun	de/det;een/det;lijst/noun	de/det;een/det;lijst/noun	aan/prep;ander/adj;de/det;een/det;land/noun;lijst/noun;organisatie/noun;van/prep	R0,R5	R0,R5	L4,L3,R0,R2,R5,R6,R7,R8	L8,L7,L6,L0,R0,R4,R5	L8,L7,L6,L0,R0,R4,R5	L8,L7,L6,L4,L3,L1,L0,R0,R1,R2,R4,R5,R6,R7,R8			L4,L3,R0,R2	L6,L0,R0,R4	L6,L0,R0,R4	L6,L4,L3,L1,L0,R0,R1,R2,R4	R0,R5	R0,R5	L4,L3,R0,R2,R5,R6,R7,R8	L8,L7,L6,L0,R0,R4,R5	L8,L7,L6,L0,R0,R4,R5	L8,L7,L6,L4,L3,L1,L0,R0,R1,R2,R4,R5,R6,R7,R8			L4,L3,R0,R2	L6,L0,R0,R4	L6,L0,R0,R4	L6,L4,L3,L1,L0,R0,R1,R2,R4
